Item ID,Grade,Subject,Cycle,Released,In Scaling,"TIMSS 2007Block","TIMSS 2007Block Seq",Content Domain,Topic Area,"Topic Area Bullet(Objective)","CognitiveDomain","ScientificInquiry","ItemType",Options,Key,"MaximumPoints",Item Label
M042159,8,M,4,No,Yes,M14,13,Data and Chance,Data Organization and Representation,2,Applying,,CR,-,-,1,Complete the bar chart
M042164,8,M,4,No,Yes,M14,14,Data and Chance,Data Interpretation,3,Reasoning,,CR,-,-,1,Agree/disagree with the salesman 
M042167,8,M,4,No,Yes,M14,15,Data and Chance,Data Interpretation,2,Reasoning,,CR,-,-,1,Overall average of 9 for Ahmed
S032115,8,S,3,Yes,Yes,S01,1,Earth Science,Earth's structure and physical features,2,Knowing,No,MC,4,D,1,Percentage of fresh water on earth
S032565,8,S,3,Yes,Yes,S01,2,Chemistry,Classification and composition of matter,1,Reasoning,Yes,CR, -, -,1,Density of salt solution
S032403,8,S,3,Yes,Yes,S01,3,Physics,Physical states and changes in matter,1,Knowing,No,MC,4,C,1,Liquid compared to a gas
S032273,8,S,3,Yes,Yes,S01,4,Physics,Electricity and magnetism,2,Knowing,No,MC,4,C,1,Iron nail with wire coiled around it
S032019A,8,S,3,Yes,Yes,S01,05A,Earth Science,"Earth processes, cycles and history",1,Applying,No,CR, -, -,1,Physical causes of weathering 
S032019B,8,S,3,Yes,Yes,S01,05B,Earth Science,"Earth processes, cycles and history",1,Applying,No,CR, -, -,1,Chemical causes of weathering
S032516,8,S,3,Yes,Yes,S01,6,Earth Science,"Earth processes, cycles and history",6,Applying,No,CR, -, -,1,Effect of cutting down the trees
S032620,8,S,3,Yes,Yes,S01,7,Biology,Ecosystems,4,Reasoning,No,MC,4,A,1,Human population graphs
S032693A,8,S,3,Yes,Yes,S01,08A,Biology,Ecosystems,1,Reasoning,Yes,CR, -, -,1,Complete the food web
S032693B,8,S,3,Yes,Yes,S01,08B,Biology,Ecosystems,3,Reasoning,Yes,CR, -, -,1,Sharks when tuna becomes scarce
S032695,8,S,3,Yes,Yes,S01,9,Biology,"Diversity, adaptation, and natural selection",1,Reasoning,No,CR, -, -,2,How organism survives low tide
S032697A,8,S,3,Yes,No,S01,10,Biology,"Diversity, adaptation, and natural selection",1,Applying,No,CR, -, -,1,At the bottom of ocean
S032697B,8,S,3,Yes,No,S01,10,Biology,"Diversity, adaptation, and natural selection",1,Applying,No,CR, -, -,1,At the bottom of ocean
S032697D,8,S,3,Yes,Yes,S01,10,Biology,"Diversity, adaptation, and natural selection",1,Applying,No,CR, -, -,2,At the bottom of ocean/DERIVED
S042009,8,S,4,Yes,Yes,S02,1,Biology,"Characteristics, Classification and Life Processes of Organisms",3,Knowing,No,MC,4,C,1,Complex molecules are broken down
S042313,8,S,4,Yes,Yes,S02,2,Biology,Human Health,1,Applying,No,CR, -, -,1,Why one friend did not get influenza
S042059,8,S,4,Yes,Yes,S02,3,Biology,Human Health,2,Knowing,No,MC,4,D,1,Highest percentage of protein
S042011,8,S,4,Yes,Yes,S02,4,Biology,"Characteristics, Classification and Life Processes of Organisms",4,Applying,No,CR, -, -,1,Body temperature in hot/cold climate
S042028,8,S,4,Yes,Yes,S02,5,Biology,"Life Cycles, Reproduction, and Heredity",2,Knowing,No,MC,4,C,1,Which one forms after fertilization
S042001,8,S,4,Yes,Yes,S02,6,Biology,"Characteristics, Classification and Life Processes of Organisms",1,Knowing,No,MC,4,B,1,Animal with scales and lungs 
S042276,8,S,4,Yes,Yes,S02,7,Physics,Light,2,Applying,No,MC,4,C,1,Color of an object and light waves
S042279,8,S,4,Yes,Yes,S02,8,Physics,Sound,1,Knowing,No,MC,4,B,1,Sound waves of large/small amplitude
S042083,8,S,4,Yes,Yes,S02,9,Chemistry,Properties of Matter,1,Reasoning,Yes,CR, -, -,2,Separation of salt/sand/leaves
S042106,8,S,4,Yes,Yes,S02,10,Chemistry,Chemical Change,2,Applying,No,CR, -, -,1,Mass for Figure 2
S042071,8,S,4,Yes,Yes,S02,11,Chemistry,Classification and Composition of Matter,4,Knowing,No,MC,4,C,1,Correct model of atomic particles
S042101,8,S,4,Yes,Yes,S02,12,Chemistry,Chemical Change,1,Applying,No,CR, -, -,1,Type of change in the milk
S042307,8,S,4,Yes,Yes,S02,13,Earth Science,Earth's Structure & Physical Features,1,Knowing,No,CR, -, -,1,How soil is formed
S042405,8,S,4,Yes,Yes,S02,14,Earth Science,"Earth's Processes, Cycles, and History",3,Applying,Yes,MC,4,C,1,Weather in towns 4 and 5 on Tuesday
S042244A,8,S,4,Yes,Yes,S02,15A,Physics,Forces and Motion,3,Applying,Yes,CR, -, -,1,Matching diagram with lever parts
S042244B,8,S,4,Yes,Yes,S02,15B,Physics,Forces and Motion,3,Applying,Yes,CR, -, -,1,Force exerted by each man
S042153,8,S,4,Yes,Yes,S02,16,Earth Science,"Earth's Resources, Their use and Conservation",1,Knowing,No,CR, -, -,1,Why recycling is important
S022183,8,S,2,Yes,Yes,S03,1,Chemistry,Chemical change,3,Knowing,No,MC,4,B,1,Gas needed for rust to form
S022276,8,S,2,Yes,Yes,S03,2,Chemistry,Chemical change,1,Knowing,Yes,MC,5,A,1,Observation of bubbling electrode
S022115,8,S,2,Yes,Yes,S03,3,Biology,Ecosystems,2,Reasoning,No,MC,4,D,1,Oxygen/carbon dioxide cycle
S022022,8,S,2,Yes,Yes,S03,4,Physics,Electricity and magnetism,1,Reasoning,Yes,CR, -, -,1,Current/voltage table
S022019,8,S,2,Yes,Yes,S03,5,Physics,Sound,2,Applying,No,MC,4,C,1,Transmission of sound on the moon
S022002,8,S,2,Yes,Yes,S03,6,Physics,"Energy Transformations, Heat, and Temperature",2,Applying,Yes,MC,4,C,1,Heat conductivity experiment 
S022294,8,S,2,Yes,Yes,S03,7,Earth Science,"Earth processes, cycles and history",2,Knowing,No,MC,4,B,1,Energy for Earth's water cycle
S022244,8,S,2,Yes,Yes,S03,9,Earth Science,"Earth processes, cycles and history",6,Reasoning,No,CR, -, -,1,Acid rain from sulfur dioxide
S022150,8,S,2,Yes,Yes,S03,10,Biology,Cells and their functions,1,Applying,No,MC,4,A,1,Organization in living things
S022042,8,S,2,Yes,Yes,S03,11,Physics,Forces and motion,1,Reasoning,Yes,MC,4,B,1,Graph interpretation of bicycle ride
S022289,8,S,2,Yes,Yes,S03,12,Biology,"Characteristics, Classification and Life Processes of Organisms",4,Reasoning,No,CR, -, -,2,Heart rate increasing with exercise
S022069,8,S,2,Yes,Yes,S03,13,Physics,Physical states and changes in matter,3,Applying,No,CR, -, -,1,Temperature of boiling water
S022268,8,S,2,Yes,Yes,S03,14,Physics,Physical states and changes in matter,2,Reasoning,Yes,CR, -, -,1,Freezing salt water experiment
S042013,8,S,4,Yes,Yes,S04,1,Biology,Cells and their Functions,1,Knowing,No,MC,4,B,1,Cells that conduct messages
S042006,8,S,4,Yes,Yes,S04,2,Biology,"Characteristics, Classification and Life Processes of Organisms",2,Knowing,No,MC,4,C,1,What is organ X
S042310,8,S,4,Yes,Yes,S04,3,Biology,"Life Cycles, Reproduction, and Heredity",3,Reasoning,Yes,CR, -, -,2,Predict the height of pea plants
S042052,8,S,4,Yes,Yes,S04,4,Biology,Ecosystems,4,Applying,No,CR, -, -,2,Problems due to population
S042054,8,S,4,Yes,Yes,S04,5,Biology,Human Health,1,Knowing,No,MC,4,D,1,Which one caused by a virus
S042043,8,S,4,Yes,Yes,S04,6,Biology,Ecosystems,1,Applying,No,CR, -, -,1,Draw the direction of energy flow
S042196,8,S,4,Yes,Yes,S04,7,Physics,Electricity and Magnetism,1,Applying,No,CR, -, -,1,Advantage of parallel circuits
S042061,8,S,4,Yes,Yes,S04,8,Physics,Physical States and Changes in Matter,1,Applying,No,MC,4,D,1,Arrangement of particles in a metal
S042292,8,S,4,Yes,Yes,S04,9,Physics,Electricity and Magnetism,2,Applying,No,CR, -, -,2,Magnets 1-2 touch but 2-3 do not
S042109,8,S,4,Yes,Yes,S04,10,Chemistry,Chemical Change,3,Knowing,No,MC,4,B,1,Gas necessary for combustion
S042232A,8,S,4,Yes,Yes,S04,11A,Chemistry,Classification and Composition of Matter,1,Reasoning,Yes,CR, -, -,1,Different results for mass
S042232B,8,S,4,Yes,Yes,S04,11B,Chemistry,Classification and Composition of Matter,1,Reasoning,Yes,CR, -, -,1,Different results for volume
S042232C,8,S,4,Yes,Yes,S04,11C,Chemistry,Classification and Composition of Matter,1,Reasoning,Yes,MC,4,C,1,Group measured the closest density
S042294,8,S,4,Yes,Yes,S04,12,Physics,Forces and Motion,4,Reasoning,Yes,MC,4,C,1,Densities of liquids and disk
S042149,8,S,4,Yes,Yes,S04,13,Earth Science,"Earth's Processes, Cycles, and History",6,Knowing,No,CR, -, -,1,Pollution of underground water 
S042155,8,S,4,Yes,Yes,S04,14,Earth Science,"Earth's Resources, Their use and Conservation",2,Applying,No,CR, -, -,1,Reducing soil erosion 
S042150,8,S,4,Yes,Yes,S04,15,Earth Science,"Earth's Resources, Their use and Conservation",1,Knowing,No,MC,4,A,1,Which resource is nonrenewable
S022290,8,S,2,Yes,Yes,S05,1,Earth Science,Earth in the solar system and universe,1,Knowing,No,MC,4,D,1,Earth year
S022292,8,S,2,Yes,Yes,S05,2,Physics,Forces and motion,5,Reasoning,No,CR, -, -,1,Water level in U-tube
S022054,8,S,2,Yes,Yes,S05,3,Physics,"Energy Transformations, Heat, and Temperature",3,Applying,No,MC,4,D,1,Expansion in thermometer
S022181,8,S,2,Yes,Yes,S05,4,Chemistry,Properties of Matter,2,Knowing,No,MC,4,B,1,Sugar dissolving in water
S022208,8,S,2,Yes,Yes,S05,5,Chemistry,Chemical change,1,Knowing,No,MC,4,A,1,NOT a chemical change
S022078,8,S,2,Yes,Yes,S05,6,Earth Science,Earth in the solar system and universe,1,Applying,No,CR, -, -,1,Light from sun and moon
S022126,8,S,2,Yes,Yes,S05,7,Biology,Cells and their functions,3,Knowing,No,MC,4,A,1,Function of chlorophyll
S022281,8,S,2,Yes,Yes,S05,8,Physics,Physical states and changes in matter,4,Applying,No,CR, -, -,1,Mass of freezing water
S032385,8,S,3,Yes,Yes,S05,9,Biology,"Characteristics, Classification and Life Processes of Organisms",1,Knowing,No,MC,4,B,1,Characteristic found only in mammals
S032035,8,S,3,Yes,Yes,S05,10,Biology,"Life Cycles, Reproduction, and Heredity",3,Knowing,No,MC,4,C,1,Whether two people are related
S032519,8,S,3,Yes,Yes,S05,11,Earth Science,"Earth's Resources, Their Use and Conservation",3,Knowing,No,CR, -, -,1,Effect of dam on wildlife
S032683,8,S,3,Yes,Yes,S05,12,Chemistry,Classification and composition of matter,2,Applying,Yes,MC,4,D,1,Materials sorted into two groups
S032258,8,S,3,Yes,Yes,S05,13,Biology,Human health,2,Knowing,No,MC,4,C,1,Gall bladder stores bile
S032120A,8,S,3,Yes,Yes,S05,14A,Earth Science,"Earth processes, cycles and history",6,Applying,No,CR, -, -,1,Oil spills
S032120B,8,S,3,Yes,Yes,S05,14B,Earth Science,"Earth processes, cycles and history",6,Applying,No,CR, -, -,1,Global warming
S042304,8,S,4,No,Yes,S06,1,Biology,"Characteristics, Classification and Life Processes of Organisms",4,Reasoning,Yes,MC,4,D,1,Conclusion from pulse rate-T graph
S042038,8,S,4,No,Yes,S06,2,Biology,"Diversity, Adaptation, and Natural Selection",2,Knowing,No,MC,4,A,1,Where organisms appeared on Earth
S042298,8,S,4,No,Yes,S06,3,Biology,Ecosystems,3,Applying,No,CR, -, -,1,Importance of removing weeds
S042261,8,S,4,No,Yes,S06,4,Biology,Cells and Their Functions,1,Knowing,No,CR, -, -,1,Life function of Paramecium
S042051A,8,S,4,No,Yes,S06,05A,Biology,Ecosystems,3,Applying,No,CR, -, -,1,Year of highest rabbit population
S042051B,8,S,4,No,Yes,S06,05B,Biology,Ecosystems,3,Reasoning,Yes,CR, -, -,1,Relation of rabbit-fox populations
S042076,8,S,4,No,Yes,S06,6,Chemistry,Classification and Composition of Matter,4,Knowing,No,CR, -, -,1,Number of atoms in H2SO4 molecule 
S042404,8,S,4,No,Yes,S06,7,Earth Science,"Earth's Processes, Cycles, and History",2,Applying,No,CR, -, -,2,Liquid on outside of pitcher
S042306,8,S,4,No,Yes,S06,8,Chemistry,Classification and Composition of Matter,3,Knowing,No,MC,4,C,1,Definition of a compound
S042403,8,S,4,No,Yes,S06,9,Physics,Electricity and magnetism,2,Reasoning,Yes,CR, -, -,1,Find out if metal 2 is a magnet
S042272,8,S,4,No,Yes,S06,10,Physics,"Energy Transformations, Heat, and Temperature",3,Knowing,No,MC,4,A,1,Molecules of a liquid when it cools
S042100,8,S,4,No,Yes,S06,11,Chemistry,Chemical Change,1,Knowing,No,CR, -, -,2,Observations for reaction
S042238A,8,S,4,No,Yes,S06,12A,Physics,"Energy Transformations, Heat, and Temperature",2,Reasoning,Yes,MC,4,C,1,Position of thermometer 
S042238B,8,S,4,No,Yes,S06,12B,Physics,"Energy Transformations, Heat, and Temperature",2,Reasoning,Yes,CR, -, -,1,One variable kept constant
S042141,8,S,4,No,Yes,S06,13,Earth Science,"Earth's Processes, Cycles, and History",5,Knowing,No,MC,4,B,1,Where active volcanoes are found
S042215,8,S,4,No,Yes,S06,14,Earth Science,Earth in the Solar System and the Universe,1,Knowing,No,MC,4,D,1,Diagram of an eclipse of the moon
S032606,8,S,3,Yes,Yes,S07,1,Biology,"Characteristics, Classification and Life Processes of Organisms",2,Knowing,No,MC,4,D,1,Which organ system
S032015,8,S,3,Yes,Yes,S07,2,Biology,Cells and their functions,2,Knowing,No,CR, -, -,1,Structure found in plant cells
S032310A,8,S,3,Yes,No,S07,3,Biology,Cells and their functions,3,Knowing,No,CR, -, -,1,Factors for photosynthesis
S032310B,8,S,3,Yes,No,S07,3,Biology,Cells and their functions,3,Knowing,No,CR, -, -,1,Factors for photosynthesis
S032310D,8,S,3,Yes,Yes,S07,3,Biology,Cells and their functions,3,Knowing,No,CR, -, -,2,Factors for photosynthesis/DERIVED
S032680,8,S,3,Yes,Yes,S07,4,Chemistry,Classification and composition of matter,1,Reasoning,Yes,CR, -, -,2,"Identify iron, water and oxygen"
S032672,8,S,3,Yes,Yes,S07,5,Chemistry,Properties of Matter,4,Knowing,No,MC,4,B,1,Example of acidic solution
S032392,8,S,3,Yes,Yes,S07,6,Physics,Forces and motion,3,Applying,No,MC,4,C,1,Diagram of a person doing work
S032425,8,S,3,Yes,Yes,S07,7,Physics,Physical states and changes in matter,4,Knowing,No,MC,4,A,1,Conserved in thermal expansion
S032257,8,S,3,Yes,Yes,S07,8,Physics,Sound,1,Knowing,No,MC,4,B,1,Sound of plucked guitar string
S032663,8,S,3,Yes,Yes,S07,9,Earth Science,Earth in the solar system and universe,1,Applying,No,MC,4,A,1,Caused by tilt of Earth's axis
S032660,8,S,3,Yes,Yes,S07,10,Earth Science,Earth's structure and physical features,2,Knowing,No,MC,4,D,1,Location of fresh water on Earth
S032555,8,S,3,Yes,Yes,S07,11,Earth Science,"Earth's Resources, Their Use and Conservation",2,Reasoning,Yes,CR, -, -,1,Table of fertilizer/rice yield data
S032122,8,S,3,Yes,Yes,S07,12,Biology,Ecosystems,4,Knowing,No,CR, -, -,1,Reason for increase in population
S042053,8,S,4,No,Yes,S08,1,Biology,Human Health,1,Applying,No,MC,4,C,1,Vaccinating people against influenza
S042408,8,S,4,No,Yes,S08,2,Biology,Ecosystems,1,Applying,No,CR, -, -,1,Eagles cannot survive without plants
S042015,8,S,4,No,Yes,S08,3,Biology,Cells and their Functions,2,Knowing,No,MC,4,D,1,Function of the cell membrane
S042309,8,S,4,No,Yes,S08,4,Biology,"Diversity, Adaptation, and Natural Selection",1,Applying,No,MC,4,D,1,Giraffes with short and long necks
S042049A,8,S,4,No,Yes,S08,05A,Biology,Ecosystems,3,Applying,Yes,CR, -, -,1,Population of rabbits and lynxes
S042049B,8,S,4,No,Yes,S08,05B,Biology,Ecosystems,3,Reasoning,Yes,CR, -, -,1,Number of lynxes in 1996 vs 2004
S042182,8,S,4,No,Yes,S08,6,Physics,"Energy Transformations, Heat, and Temperature",1,Knowing,No,MC,4,C,1,Type of energy in compressed spring
S042402,8,S,4,No,Yes,S08,7,Physics,"Energy Transformations, Heat, and Temperature",2,Applying,No,CR, -, -,1,Heat flow in metal cubes
S042228A,8,S,4,No,Yes,S08,08A,Chemistry,Classification and Composition of Matter,1,Reasoning,Yes,CR, -, -,1,Volume of the neck chain
S042228B,8,S,4,No,Yes,S08,08B,Chemistry,Classification and Composition of Matter,1,Reasoning,Yes,CR, -, -,1,Complete table 3 with percent gold
S042228C,8,S,4,No,Yes,S08,08C,Chemistry,Classification and Composition of Matter,1,Applying,Yes,CR, -, -,1,Neck chain with most gold
S042126,8,S,4,No,Yes,S08,9,Earth Science,Earth's Structure & Physical Features,3,Knowing,No,MC,4,A,1,Gas increasing in atmosphere
S042210,8,S,4,No,Yes,S08,10,Physics,Physical States and Changes in Matter,4,Knowing,No,MC,4,C,1,Mass/volume of frozen water  
S042176,8,S,4,No,Yes,S08,11,Physics,Physical States and Changes in Matter,2,Reasoning,Yes,CR, -, -,1,Flasks contain fresh and salt water
S042211,8,S,4,No,Yes,S08,12,Physics,Forces and Motion,2,Applying,No,CR, -, -,1,Forces on students sitting on wall 
S042135,8,S,4,No,Yes,S08,13,Earth Science,"Earth processes, cycles and history",2,Knowing,No,CR, -, -,1,Water cycle processes
S042257,8,S,4,No,Yes,S08,14,Earth Science,Earth in the Solar System and the Universe,1,Knowing,No,MC,4,B,1,What causes the phases of the moon
S032542,8,S,3,No,Yes,S09,1,Biology,"Characteristics, Classification and Life Processes of Organisms",1,Applying,Yes,MC,4,B,1,Classification of animals 
S032645,8,S,3,No,Yes,S09,2,Biology,Ecosystems,1,Knowing,No,MC,4,A,1,True statement about producers
S032530A,8,S,3,No,No,S09,3,Biology,"Life Cycles, Reproduction, and Heredity",1,Knowing,No,CR, -, -,1,Conditions for germination
S032530B,8,S,3,No,No,S09,3,Biology,"Life Cycles, Reproduction, and Heredity",1,Knowing,No,CR, -, -,1,Conditions for germination
S032530D,8,S,3,No,Yes,S09,3,Biology,"Life Cycles, Reproduction, and Heredity",1,Knowing,No,CR, -, -,2,Conditions for germination/DERIVED
S032007,8,S,3,No,Yes,S09,4,Biology,"Characteristics, Classification and Life Processes of Organisms",3,Knowing,No,CR, -, -,1,One function of the uterus
S032502,8,S,3,No,Yes,S09,5,Chemistry,Classification and composition of matter,4,Applying,No,MC,4,C,1,Diagram representing water molecules
S032679,8,S,3,No,Yes,S09,6,Chemistry,Chemical change,4,Applying,No,CR, -, -,1,Energy released during a reaction
S032184,8,S,3,No,Yes,S09,7,Physics,Electricity and magnetism,1,Applying,No,MC,4,D,1,Bulbs in series/parallel circuit
S032394,8,S,3,No,Yes,S09,8,Physics,"Energy Transformations, Heat, and Temperature",2,Applying,No,MC,4,C,1,Heat conduction through copper rod
S032151,8,S,3,No,Yes,S09,9,Earth Science,Earth in the solar system and universe,2,Knowing,No,MC,4,B,1,Major cause of tides
S032651A,8,S,3,No,Yes,S09,10A,Earth Science,Earth's structure and physical features,1,Applying,Yes,CR, -, -,1,Topographic map/ identify X
S032651B,8,S,3,No,Yes,S09,10B,Earth Science,Earth's structure and physical features,1,Reasoning,Yes,CR, -, -,1,Topographic map/ river path
S032665A,8,S,3,No,Yes,S09,11A,Biology,Ecosystems,3,Reasoning,Yes,CR, -, -,1,Population in 2 countries/predict
S032665B,8,S,3,No,Yes,S09,11B,Biology,Ecosystems,3,Reasoning,Yes,CR, -, -,1,Population in 2 countries/land use
S032665C,8,S,3,No,Yes,S09,11C,Biology,Ecosystems,3,Reasoning,Yes,CR, -, -,1,Population in 2 countries/pollution
S042073,8,S,4,No,Yes,S10,1,Chemistry,Classification and Composition of Matter,4,Knowing,No,MC,4,B,1,Formula for carbon dioxide
S042017,8,S,4,No,Yes,S10,2,Biology,Cells and their Functions,2,Applying,No,MC,4,D,1,Function of cell part X
S042007,8,S,4,No,Yes,S10,3,Biology,"Characteristics, Classification and Life Processes of Organisms",2,Applying,No,MC,4,B,1,Lungs in bird/which organ in frog
S042024,8,S,4,No,Yes,S10,4,Biology,Cells and their Functions,4,Knowing,No,MC,4,B,1,Process of respiration
S042095,8,S,4,No,Yes,S10,5,Chemistry,Properties of Matter,4,Knowing,No,MC,4,D,1,Ammonia solution mixed with vinegar 
S042022,8,S,4,No,Yes,S10,6,Biology,Cells and their Functions,3,Reasoning,Yes,CR, -, -,1,CO2 concentration and photosynthesis
S042063,8,S,4,No,Yes,S10,7,Chemistry,Classification and Composition of Matter,1,Applying,No,MC,4,A,1,Which rod causes the bulb to light
S042197,8,S,4,No,Yes,S10,8,Physics,Electricity and Magnetism,2,Reasoning,No,MC,4,C,1,Strength of a magnet
S042297,8,S,4,No,Yes,S10,9,Biology,"Life Cycles, Reproduction, and Heredity",3,Reasoning,Yes,CR, -, -,2,Investigation of green/red peppers
S042305,8,S,4,No,Yes,S10,10,Chemistry,Classification and Composition of Matter,3,Applying,No,CR, -, -,2,Classify elements/compounds/mixtures
S042112,8,S,4,No,Yes,S10,11,Chemistry,Chemical Change,4,Knowing,No,MC,4,D,1,Process in which energy is absorbed
S042173A,8,S,4,No,No,S10,12,Physics,Physical States and Changes in Matter,1,Applying,No,CR, -, -,1,Change-stay the same/density
S042173B,8,S,4,No,No,S10,12,Physics,Physical States and Changes in Matter,1,Applying,No,CR, -, -,1,Change-stay the same/mass
S042173C,8,S,4,No,No,S10,12,Physics,Physical States and Changes in Matter,1,Applying,No,CR, -, -,1,Change-stay the same/volume
S042173D,8,S,4,No,No,S10,12,Physics,Physical States and Changes in Matter,1,Applying,No,CR, -, -,1,Change-stay the same/molecule size
S042173E,8,S,4,No,No,S10,12,Physics,Physical States and Changes in Matter,1,Applying,No,CR, -, -,1,Change-stay the same/molecule speed
S042173,8,S,4,No,Yes,S10,12,Physics,Physical States and Changes in Matter,1,Applying,No,CR, -, -,2,Change-stay the same/DERIVED
S042407,8,S,4,No,Yes,S10,13,Physics,"Energy Transformations, Heat, and Temperature",2,Applying,No,CR, -, -,1,Which ice block will melt first
S042278,8,S,4,No,Yes,S10,14,Physics,Light,3,Applying,No,CR, -, -,1,Path of light ray through periscope
S042274,8,S,4,No,Yes,S10,15,Physics,Light,1,Knowing,No,MC,4,D,1,Speed of light through substances
S042317,8,S,4,No,Yes,S10,17,Earth Science,"Earth's Processes, Cycles, and History",2,Knowing,No,CR, -, -,2,Evaporated water ending up as rain
S032465,8,S,3,No,Yes,S11,1,Biology,Human health,1,Knowing,No,MC,4,A,1,Cells that destroy bacteria
S032315,8,S,3,No,Yes,S11,2,Biology,Ecosystems,3,Reasoning,No,MC,4,D,1,Antelope population graph
S032306,8,S,3,No,Yes,S11,3,Biology,"Characteristics, Classification and Life Processes of Organisms",4,Applying,No,CR, -, -,2,Eyes react to changes
S032640,8,S,3,No,Yes,S11,4,Biology,Human health,2,Knowing,No,CR, -, -,1,Exercise is important for health
S032579,8,S,3,No,Yes,S11,5,Chemistry,Classification and composition of matter,4,Applying,No,MC,4,B,1,Diagram for structure of matter
S032570,8,S,3,No,Yes,S11,6,Chemistry,Classification and composition of matter,2,Applying,Yes,CR, -, -,1,Identify if substance is metal
S032024,8,S,3,No,Yes,S11,7,Physics,"Energy Transformations, Heat, and Temperature",1,Knowing,No,MC,4,C,1,Energy conversion in a flashlight
S032272,8,S,3,No,Yes,S11,8,Physics,"Energy Transformations, Heat, and Temperature",3,Reasoning,No,CR, -, -,1,Water level in heated container
S032141,8,S,3,No,Yes,S11,9,Physics,Forces and motion,2,Applying,No,MC,4,D,1,Gravity acting on parachute jumper
S032060,8,S,3,No,Yes,S11,10,Earth Science,"Earth processes, cycles and history",2,Applying,No,CR, -, -,1,Order of steps in the water cycle
S032463,8,S,3,No,Yes,S11,11,Earth Science,"Earth processes, cycles and history",6,Knowing,No,MC,4,D,1,Soil change due to natural causes
S032650A,8,S,3,No,No,S11,12,Earth Science,Earth's structure and physical features,3,Applying,No,CR, -, -,1,Changes at high elevations
S032650B,8,S,3,No,No,S11,12,Earth Science,Earth's structure and physical features,3,Applying,No,CR, -, -,1,Changes at high elevations
S032650D,8,S,3,No,Yes,S11,12,Earth Science,Earth's structure and physical features,3,Applying,No,CR, -, -,2,Changes at high elevations/DERIVED
S032514,8,S,3,No,Yes,S11,13,Biology,Ecosystems,3,Knowing,No,MC,4,C,1,Growth of algae in a lake
S042042,8,S,4,No,Yes,S12,1,Biology,Ecosystems,1,Knowing,No,MC,4,A,1,Which organism is a producer
S042030,8,S,4,No,Yes,S12,2,Biology,"Life Cycles, Reproduction, and Heredity",2,Applying,No,CR, -, -,1,What kind of reproduction
S042003,8,S,4,No,Yes,S12,3,Biology,"Characteristics, Classification and Life Processes of Organisms",1,Knowing,No,MC,4,B,1,O2-CO2 exchange in an animal skin
S042110,8,S,4,No,Yes,S12,4,Chemistry,Chemical Change,3,Applying,Yes,MC,4,D,1,Which nails rusted most
S042222A,8,S,4,No,Yes,S12,05A,Biology,"Life Cycles, Reproduction, and Heredity",1,Applying,No,CR, -, -,1,Life cycle stage monarch grows
S042222B,8,S,4,No,Yes,S12,05B,Biology,"Life Cycles, Reproduction, and Heredity",1,Applying,No,CR, -, -,1,Life cycle stage monarch develops
S042222C,8,S,4,No,Yes,S12,05C,Biology,Ecosystems,3,Applying,No,MC,4,B,1,Advantage for viceroy butterfly
S042065,8,S,4,No,Yes,S12,6,Chemistry,Classification and Composition of Matter,2,Knowing,No,MC,4,C,1,Good conductor of heat-electricity
S042280,8,S,4,No,Yes,S12,7,Physics,Sound,2,Reasoning,Yes,MC,4,D,1,Relative speed of sound
S042088,8,S,4,No,Yes,S12,8,Chemistry,Properties of Matter,2,Applying,Yes,CR, -, -,1,Which solution is more dilute
S042218,8,S,4,No,Yes,S12,9,Physics,Forces and Motion,4,Applying,No,MC,4,B,1,Why does a balloon with helium rise
S042104,8,S,4,No,Yes,S12,10,Chemistry,Chemical Change,2,Reasoning,No,CR, -, -,1,Balance after HCL-NaOH are mixed
S042064,8,S,4,No,Yes,S12,11,Chemistry,Classification and Composition of Matter,1,Applying,No,CR, -, -,1,Why oil floats on top of water
S042273,8,S,4,No,Yes,S12,12,Physics,Light,1,Applying,No,CR, -, -,1,Seeing lightning and hearing thunder
S042301,8,S,4,No,Yes,S12,13,Earth Science,"Earth's Processes, Cycles, and History",2,Knowing,No,CR, -, -,1,What causes an earthquake
S042312,8,S,4,No,Yes,S12,14,Earth Science,Earth in the Solar System and the Universe,1,Knowing,No,MC,4,C,1,What rotation of Earth causes
S042217,8,S,4,No,Yes,S12,15,Physics,Light,1,Knowing,No,MC,4,B,1,Shadow of a tree on a sunny day
S042406,8,S,4,No,Yes,S12,16,Earth Science,"Earth processes, cycles and history",2,Applying,No,CR, -, -,1,Direction river flows
S032611,8,S,3,No,Yes,S13,1,Biology,Cells and their functions,4,Knowing,No,MC,4,A,1,Purpose of cellular respiration
S032614,8,S,3,No,Yes,S13,2,Biology,"Life Cycles, Reproduction, and Heredity",3,Knowing,No,CR, -, -,1,Number of kidneys son has at birth
S032451,8,S,3,No,Yes,S13,3,Biology,"Diversity, adaptation, and natural selection",1,Applying,No,CR, -, -,2,Difference in shell colors of snails
S032156,8,S,3,No,Yes,S13,4,Chemistry,Properties of Matter,2,Reasoning,Yes,MC,4,C,1,Solubility/temperature graphs
S032056,8,S,3,No,Yes,S13,5,Chemistry,Chemical change,1,Applying,Yes,CR, -, -,1,Sodium bicarbonate mixed in vinegar
S032087,8,S,3,No,Yes,S13,6,Biology,Human health,1,Knowing,No,MC,4,C,1,Long-term immunity against disease
S032279,8,S,3,No,Yes,S13,7,Physics,Forces and motion,5,Applying,Yes,MC,4,D,1,Why bottle collapses in the valley
